,power
,apparent
1640996767,2
1640996768,2
1640996769,2
1640996770,2
1640996771,2
1640996772,2
1640996773,2
1640996774,2
1640996775,2
1640996776,2
1640996777,2
1640996778,2
1640996779,2
1640996780,2
1640996781,2
1640996782,2
1640996783,2
1640996784,2
1640996785,2
1640996786,2
1640996787,2
1640996788,2
1640996789,2
1640996790,2
1640996791,2
1640996792,2
1640996793,2
1640996794,2
1640996795,2
1640996796,2
1640996797,2
1640996798,2
1640996799,2
1640996800,2
1640996801,2
1640996802,2
1640996803,2
1640996804,2
1640996805,2
1640996806,2
1640996807,2
1640996808,2
1640996809,2
1640996810,2
1640996811,2
1640996812,2
1640996813,2
1640996814,2
1640996815,2
1640996816,2
1640996817,2
1640996818,2
1640996819,2
1640996820,2
1640996821,2
1640996822,2
1640996823,2
1640996824,2
1640996825,2
1640996826,2
1640996827,2
1640996828,2
1640996829,2
1640996830,2
1640996831,2
1640996832,2
1640996833,2
1640996834,2
1640996835,2
1640996836,2
1640996837,2
1640996838,2
1640996839,2
1640996840,2
1640996841,2
1640996842,2
1640996843,2
1640996844,2
1640996845,2
1640996846,2
1640996847,2
1640996848,2
1640996849,2
1640996850,2
1640996851,2
1640996852,2
1640996853,2
1640996854,2
1640996855,2
1640996856,2
1640996857,2
1640996858,2
1640996859,2
1640996860,2
1640996861,2
1640996862,2
1640996863,2
1640996864,2
1640996865,2
1640996866,2
1640996867,2
1640996868,2
1640996869,2
1640996870,2
1640996871,2
1640996872,2
1640996873,2
1640996874,2
1640996875,2
1640996876,2
1640996877,2
1640996878,2
1640996879,2
1640996880,2
1640996881,2
1640996882,2
1640996883,2
1640996884,2
1640996885,2
1640996886,2
1640996887,2
1640996888,2
1640996889,2
1640996890,2
1640996891,2
1640996892,2
1640996893,2
1640996894,2
1640996895,2
1640996896,2
1640996897,2
1640996898,2
1640996899,2
1640996900,2
1640996901,2
1640996902,2
1640996903,2
1640996904,2
1640996905,2
1640996906,2
1640996907,2
1640996908,2
1640996909,2
1640996910,2
1640996911,2
1640996912,2
1640996913,2
1640996914,2
1640996915,2
1640996916,2
1640996917,2
1640996918,2
1640996919,2
1640996920,2
1640996921,2
1640996922,2
1640996923,2
1640996924,2
1640996925,2
1640996926,2
1640996927,2
1640996928,2
1640996929,2
1640996930,2
1640996931,2
1640996932,2
1640996933,2
1640996934,2
1640996935,2
1640996936,159
1640996937,159
1640996938,159
1640996939,159
1640996940,159
1640996941,159
1640996942,159
1640996943,159
1640996944,159
1640996945,159
1640996946,159
1640996947,159
1640996948,159
1640996949,159
1640996950,159
1640996951,159
1640996952,159
1640996953,159
1640996954,159
1640996955,159
1640996956,159
1640996957,159
1640996958,159
1640996959,159
1640996960,159
1640996961,159
1640996962,159
1640996963,159
1640996964,159
1640996965,159
1640996966,150
1640996967,150
1640996968,150
1640996969,150
1640996970,150
1640996971,150
1640996972,150
1640996973,150
1640996974,150
1640996975,150
1640996976,150
1640996977,150
1640996978,150
1640996979,150
1640996980,150
1640996981,150
1640996982,150
1640996983,150
1640996984,150
1640996985,150
1640996986,150
1640996987,150
1640996988,150
1640996989,150
1640996990,150
1640996991,150
1640996992,150
1640996993,150
1640996994,150
1640996995,150
1640996996,142
1640996997,142
1640996998,142
1640996999,142
1640997000,142
1640997001,142
1640997002,142
1640997003,142
1640997004,142
1640997005,142
1640997006,142
1640997007,142
1640997008,142
1640997009,142
1640997010,142
1640997011,142
1640997012,142
1640997013,142
1640997014,142
1640997015,142
1640997016,142
1640997017,142
1640997018,142
1640997019,142
1640997020,142
1640997021,142
1640997022,142
1640997023,142
1640997024,142
1640997025,142
1640997026,140
1640997027,140
1640997028,140
1640997029,140
1640997030,140
1640997031,140
1640997032,140
1640997033,140
1640997034,140
1640997035,140
1640997036,140
1640997037,140
1640997038,140
1640997039,140
1640997040,140
1640997041,140
1640997042,140
1640997043,140
1640997044,140
1640997045,140
1640997046,140
1640997047,140
1640997048,140
1640997049,140
1640997050,140
1640997051,140
1640997052,140
1640997053,140
1640997054,140
1640997055,140
1640997056,139
1640997057,139
1640997058,139
1640997059,139
1640997060,139
1640997061,139
1640997062,139
1640997063,139
1640997064,139
1640997065,139
1640997066,139
1640997067,139
1640997068,139
1640997069,139
1640997070,139
1640997071,139
1640997072,139
1640997073,139
1640997074,139
1640997075,139
1640997076,139
1640997077,139
1640997078,139
1640997079,139
1640997080,139
1640997081,139
1640997082,139
1640997083,139
1640997084,139
1640997085,139
1640997086,138
1640997087,138
1640997088,138
1640997089,138
1640997090,138
1640997091,137
1640997092,137
1640997093,137
1640997094,137
1640997095,137
1640997096,137
1640997097,137
1640997098,137
1640997099,137
1640997100,137
1640997101,137
1640997102,137
1640997103,137
1640997104,137
1640997105,137
1640997106,137
1640997107,137
1640997108,137
1640997109,137
1640997110,137
1640997111,137
1640997112,137
1640997113,137
1640997114,137
1640997115,137
1640997116,137
1640997117,137
1640997118,137
1640997119,137
1640997120,137
1640997121,136
1640997122,136
1640997123,136
1640997124,136
1640997125,136
1640997126,136
1640997127,136
1640997128,136
1640997129,136
1640997130,136
1640997131,136
1640997132,136
1640997133,136
1640997134,136
1640997135,136
1640997136,136
1640997137,136
1640997138,136
1640997139,136
1640997140,136
1640997141,136
1640997142,136
1640997143,136
1640997144,136
1640997145,136
1640997146,136
1640997147,136
1640997148,136
1640997149,136
1640997150,136
1640997151,136
1640997152,136
1640997153,136
1640997154,136
1640997155,136
1640997156,136
1640997157,136
1640997158,136
1640997159,136
1640997160,136
1640997161,136
1640997162,136
1640997163,136
1640997164,136
1640997165,136
1640997166,136
1640997167,136
1640997168,136
1640997169,136
1640997170,136
1640997171,136
1640997172,136
1640997173,136
1640997174,136
1640997175,136
1640997176,136
1640997177,136
1640997178,136
1640997179,136
1640997180,136
1640997181,136
1640997182,136
1640997183,136
1640997184,136
1640997185,136
1640997186,136
1640997187,136
1640997188,136
1640997189,136
1640997190,136
1640997191,136
1640997192,136
